source_file,D_m2s,D_cm2s,D_x_m2s,D_y_m2s,D_z_m2s,anisotropy_ratio,r2
data/msd_co2_1000.dat,1.262628e-07,1.262628e-03,7.878496e-08,1.402672e-07,1.597361e-07,2.0275,0.998451
