# step  MSD_x(Ang2)  MSD_y  MSD_z  MSD_total
# TimeStep c_msd_co2[1] c_msd_co2[2] c_msd_co2[3] c_msd_co2[4]
35000 1044.84 1255.27 1129.43 3429.55
35500 1055.36 1274.03 1146.4 3475.79
36000 1069.62 1291.21 1161.28 3522.11
36500 1080.93 1310.51 1179.31 3570.75
37000 1091.35 1328.48 1193.34 3613.17
37500 1102.19 1347.59 1209.53 3659.31
38000 1111.14 1367.98 1225.09 3704.21
38500 1117.17 1391.59 1240.93 3749.69
39000 1129.24 1412.63 1254.99 3796.86
39500 1136.48 1432.47 1268.5 3837.45
40000 1148.81 1444.05 1285 3877.87
40500 1161.37 1458 1302.05 3921.42
41000 1176.45 1477.5 1319.97 3973.92
41500 1190.61 1502.43 1341.21 4034.26
42000 1204.84 1521.23 1355.12 4081.19
42500 1218.64 1535.45 1372.43 4126.52
43000 1235.52 1542.93 1389.48 4167.93
43500 1252.79 1549.39 1407.96 4210.13
44000 1267.95 1556.96 1420.07 4244.97
44500 1283.91 1571.47 1433.77 4289.15
45000 1303.53 1588.24 1450.66 4342.43
45500 1317.48 1611.02 1467.52 4396.01
46000 1330.58 1636.93 1484.75 4452.25
46500 1352.24 1666.62 1503.55 4522.41
47000 1365.49 1683 1528.48 4576.97
47500 1383.16 1701.03 1544.86 4629.05
48000 1403.35 1715.66 1570.33 4689.33
48500 1425.02 1731.5 1599.72 4756.25
49000 1441.77 1747.46 1627.1 4816.34
49500 1454.87 1768.27 1649.48 4872.62
50000 1471.79 1792.75 1665.89 4930.43
50500 1489.48 1813.33 1680.44 4983.24
51000 1504.65 1835.54 1693.52 5033.7
51500 1515.55 1850.16 1705.46 5071.17
52000 1529 1871.96 1718.3 5119.26
52500 1547.92 1892.89 1741.08 5181.89
53000 1562.64 1913.35 1770.1 5246.09
53500 1579.9 1932.19 1792.65 5304.74
54000 1590.86 1953.47 1814.06 5358.39
54500 1604.57 1977.26 1839.29 5421.12
55000 1620.6 2002.6 1863.74 5486.95
55500 1631.17 2028.64 1881.52 5541.32
56000 1644.73 2047.74 1897.76 5590.23
56500 1655.54 2068.21 1916.67 5640.42
57000 1671.17 2085.92 1936.87 5693.95
57500 1682.46 2099.37 1955.44 5737.26
58000 1695.64 2111.42 1971.17 5778.22
58500 1714 2120.91 1987.23 5822.14
59000 1734.17 2133.31 2003.22 5870.69
59500 1751.19 2146.63 2016.57 5914.39
60000 1763.06 2155.8 2031.56 5950.42
60500 1772.65 2167.5 2041.71 5981.87
61000 1792.93 2188.92 2054.01 6035.86
61500 1814.99 2206.97 2065.34 6087.3
62000 1838.74 2232.74 2079.59 6151.07
62500 1856.42 2261.68 2095.54 6213.64
63000 1871.09 2290.01 2105.78 6266.88
63500 1883.55 2310.11 2115.88 6309.53
64000 1904.97 2328.99 2127.46 6361.43
64500 1925.32 2346.13 2139.99 6411.44
65000 1935.99 2368.19 2160.8 6464.99
65500 1949.18 2385.19 2178.99 6513.36
66000 1958.15 2394.59 2199.87 6552.6
66500 1962.82 2401.83 2217.28 6581.93
67000 1970.48 2406.87 2232.65 6610
67500 1987.82 2415.82 2252.86 6656.5
68000 2001.57 2432.36 2266.21 6700.14
68500 2003.05 2459.14 2282.1 6744.28
69000 2009.25 2483.12 2295.24 6787.61
69500 2016.23 2506.21 2316.22 6838.66
70000 2028.07 2522.8 2338.41 6889.28
70500 2048.45 2543.67 2356.87 6948.99
71000 2069.81 2568.42 2370.61 7008.83
71500 2087.51 2596.58 2381.12 7065.21
72000 2103.63 2615.8 2393.71 7113.15
72500 2116.56 2629.16 2406.7 7152.42
73000 2125.92 2638.4 2425.13 7189.44
73500 2138.31 2649.32 2438.7 7226.33
74000 2153.41 2667.52 2448.31 7269.24
74500 2171.12 2684.47 2460.53 7316.12
75000 2184.89 2702.98 2482.96 7370.84
75500 2201.8 2725.44 2496.11 7423.35
76000 2220.25 2748.19 2512.56 7481
76500 2241.15 2763.55 2537.77 7542.47
77000 2255.86 2777.57 2562.29 7595.72
77500 2273.2 2788.36 2585.78 7647.35
78000 2291.8 2811.52 2611.82 7715.14
78500 2300.59 2832.5 2641.02 7774.11
79000 2313.49 2848.71 2660.44 7822.65
79500 2324.96 2869.13 2670.24 7864.33
80000 2344.07 2894.77 2685.24 7924.08
80500 2359.57 2918.85 2699.69 7978.12
81000 2369.35 2939.65 2713.93 8022.93
81500 2379.01 2957.06 2724.27 8060.34
82000 2389.9 2979.89 2732.8 8102.59
82500 2398.69 3009.57 2746.79 8155.05
83000 2401.92 3037.17 2769.09 8208.17
83500 2411.42 3057.5 2789.68 8258.6
84000 2414.6 3079.45 2800.4 8294.45
84500 2424.38 3107.44 2807.76 8339.58
85000 2437.37 3130.46 2825.47 8393.3
85500 2450.62 3156.4 2845.21 8452.23
86000 2463.36 3173.94 2864.57 8501.87
86500 2472.39 3191.99 2888.63 8553.01
87000 2483.31 3206.38 2907.96 8597.65
87500 2485.57 3219.18 2925.1 8629.85
88000 2490.07 3230.96 2943.06 8664.1
88500 2489 3249 2972.44 8710.44
89000 2486.74 3271.87 2995.96 8754.57
89500 2487.21 3292.11 3013.06 8792.39
90000 2496.34 3313.84 3020.55 8830.73
90500 2504.74 3338.16 3028.09 8870.98
91000 2505.82 3355.99 3042.98 8904.79
91500 2512.66 3377.94 3062.34 8952.94
92000 2521.9 3393.18 3082.34 8997.42
92500 2527.27 3407.15 3109.57 9043.99
93000 2540 3423.51 3144.6 9108.11
93500 2556.08 3439.05 3177.45 9172.59
94000 2570.8 3447.87 3202.34 9221.01
94500 2583.39 3462.14 3230.41 9275.93
95000 2588.89 3481.14 3267.99 9338.02
95500 2600.6 3506.25 3296.17 9403.02
96000 2611.12 3524.68 3318.25 9454.05
96500 2619.61 3535.36 3336.46 9491.44
97000 2628.31 3548.68 3349.56 9526.55
97500 2641.25 3560.27 3366.75 9568.26
98000 2650.05 3569.99 3383.63 9603.67
98500 2659.97 3584.73 3399.86 9644.56
99000 2666.1 3597.46 3416.4 9679.96
99500 2669.27 3606.43 3439.73 9715.44
100000 2677.14 3619.39 3460.78 9757.31
100500 2691.66 3634.52 3475.35 9801.54
101000 2701.38 3646.01 3493.11 9840.5
101500 2703.34 3654.87 3515.81 9874.01
102000 2697.98 3668.88 3537.13 9903.99
102500 2693.27 3684.47 3557.28 9935.01
103000 2702.84 3704.62 3569.51 9976.97
103500 2717.88 3712.22 3575.13 10005.2
104000 2728.55 3720.83 3586.61 10036
104500 2738.76 3731.1 3602.39 10072.3
105000 2746.37 3750.67 3618.68 10115.7
105500 2759.75 3774.86 3638.25 10172.9
106000 2771.62 3790.57 3662.39 10224.6
106500 2782.56 3813.27 3685.49 10281.3
107000 2783.63 3833.01 3703.47 10320.1
107500 2784.97 3852.59 3721.21 10358.8
108000 2787.23 3870.37 3735.47 10393.1
108500 2797.46 3896.69 3756.21 10450.4
109000 2815.87 3924.26 3781.1 10521.2
109500 2834.52 3952.13 3815.11 10601.8
110000 2853.32 3980.34 3846.25 10679.9
110500 2867.24 3998.36 3873.21 10738.8
111000 2877.75 4005.24 3902.37 10785.4
111500 2884.62 4021.06 3929.3 10835
112000 2893.54 4037.49 3948.53 10879.6
112500 2909.75 4063.51 3977.3 10950.6
113000 2918.52 4084.76 3995.06 10998.3
113500 2926.49 4106.9 4017.04 11050.4
114000 2935.43 4127.97 4043.78 11107.2
114500 2932.78 4144.51 4076.18 11153.5
115000 2923.88 4158.4 4094.31 11176.6
115500 2923.97 4170.6 4110.35 11204.9
116000 2937.61 4186.27 4125.19 11249.1
116500 2945.23 4201.46 4137.36 11284
117000 2951.82 4220.23 4147.78 11319.8
117500 2961.55 4239.11 4161.87 11362.5
118000 2957.24 4250.04 4178.01 11385.3
118500 2958.37 4258.33 4195.3 11412
119000 2960.9 4254.11 4209.61 11424.6
119500 2971.99 4254.02 4222.73 11448.7
120000 2986.67 4263.83 4238.99 11489.5
120500 2999.83 4272.62 4253.21 11525.7
121000 3017.96 4290.57 4257.17 11565.7
121500 3034.34 4303.59 4267.65 11605.6
122000 3055.25 4319.37 4279.22 11653.8
122500 3070.08 4341.35 4294.15 11705.6
123000 3077.02 4356.47 4313.34 11746.8
123500 3089.01 4374.84 4327.47 11791.3
124000 3095.57 4395.65 4333.1 11824.3
124500 3097.37 4417.43 4350.37 11865.2
125000 3108.79 4438.52 4367.58 11914.9
125500 3128.94 4465.76 4389.96 11984.7
126000 3142.44 4494.88 4411.17 12048.5
126500 3156.69 4524.1 4430.74 12111.5
127000 3161.25 4557.87 4434.03 12153.1
127500 3172.37 4589.84 4443.73 12205.9
128000 3183.98 4616.34 4456.41 12256.7
128500 3186.55 4645.06 4460.51 12292.1
129000 3190.71 4671.14 4472.68 12334.5
129500 3200.79 4691.29 4491.62 12383.7
130000 3214.72 4711.62 4519.85 12446.2
130500 3215.91 4737.32 4535.26 12488.5
131000 3219.99 4765.94 4550.31 12536.2
131500 3222.38 4776.86 4569.58 12568.8
132000 3223.17 4785 4579.63 12587.8
132500 3227.41 4792.72 4595.21 12615.3
133000 3227.2 4808.4 4620.85 12656.4
133500 3228.68 4826.2 4653.79 12708.7
134000 3240.25 4845.28 4682.11 12767.6
134500 3251.18 4865.61 4691.01 12807.8
135000 3257.9 4881.72 4706.08 12845.7
135500 3260.28 4897.93 4727.72 12885.9
136000 3257.38 4910.67 4750.85 12918.9
136500 3264.22 4925.76 4769.36 12959.3
137000 3266.72 4943.43 4792.12 13002.3
137500 3276.93 4962.38 4810.86 13050.2
138000 3288.81 4979.02 4843.18 13111
138500 3296.72 4986.29 4864.04 13147.1
139000 3306.39 4993.41 4871.11 13170.9
139500 3320.21 5012.62 4879.45 13212.3
140000 3332.52 5033 4887.68 13253.2
140500 3342.03 5059.57 4896.24 13297.8
141000 3354.71 5081.88 4910.29 13346.9
141500 3367.17 5102.92 4923.31 13393.4
142000 3380.05 5117.87 4934.96 13432.9
142500 3389.84 5131.27 4951.53 13472.6
143000 3399.66 5147.51 4969.22 13516.4
143500 3409.67 5167.08 4988.41 13565.2
144000 3415.19 5192.56 5000.13 13607.9
144500 3416.69 5218.36 5015.71 13650.8
145000 3428.13 5247.75 5043.49 13719.4
145500 3441.24 5264.83 5057.1 13763.2
146000 3448.78 5275.67 5080.36 13804.8
146500 3455.25 5285.33 5089.14 13829.7
147000 3467.44 5307.61 5105.05 13880.1
147500 3483.37 5323.52 5121.85 13928.7
148000 3493.99 5323.77 5133.2 13951
148500 3511.23 5328.89 5153.35 13993.5
149000 3536.31 5344.39 5179.3 14060
149500 3553.23 5362.23 5194.12 14109.6
150000 3578.62 5376.67 5213.64 14168.9
150500 3603.39 5374.84 5228.46 14206.7
151000 3624.33 5378.25 5249.75 14252.3
151500 3651.91 5386.65 5268.39 14306.9
152000 3669.44 5402.58 5288.91 14360.9
152500 3680.68 5424.39 5301.33 14406.4
153000 3700.81 5442.71 5316.51 14460
153500 3718.61 5465.12 5340.63 14524.3
154000 3730.37 5493.46 5372.6 14596.4
154500 3752.48 5516.49 5406.43 14675.4
155000 3763.05 5535.46 5428.22 14726.7
155500 3774.39 5545.48 5449.9 14769.8
156000 3787.13 5555.76 5481.13 14824
156500 3802.63 5565.89 5507.85 14876.4
157000 3824.8 5570.97 5531.78 14927.6
157500 3844.71 5589.86 5561.15 14995.7
158000 3855.96 5611.91 5588.38 15056.3
158500 3863.17 5632.39 5611.62 15107.2
159000 3867.94 5663.99 5643.24 15175.2
159500 3868.91 5686.45 5663.01 15218.4
160000 3885.91 5710.16 5687.2 15283.3
160500 3903.52 5722.84 5706.3 15332.7
161000 3924.01 5732.89 5719.7 15376.6
161500 3932.38 5753.99 5734.09 15420.5
162000 3942.02 5773.98 5753.21 15469.2
162500 3953.04 5793.65 5779.73 15526.4
163000 3962.12 5811.78 5795.28 15569.2
163500 3967.28 5825.05 5816.27 15608.6
164000 3986.2 5842.5 5835.14 15663.8
164500 3999.89 5876.68 5848.3 15724.9
165000 4018.39 5900.54 5862.79 15781.7
165500 4032.4 5918.98 5872.64 15824
166000 4050.2 5939.63 5895.81 15885.6
166500 4064.21 5958.56 5925.24 15948
167000 4069.38 5977.71 5949.21 15996.3
167500 4076.82 5991.72 5970.37 16038.9
168000 4071.79 6011.84 5982.8 16066.4
168500 4070.41 6031.53 6012.29 16114.2
169000 4079.52 6041.1 6037.88 16158.5
169500 4087.83 6044.12 6055.22 16187.2
170000 4100.43 6049.93 6091.43 16241.8
170500 4123.94 6053.02 6117 16294
171000 4150.8 6058.93 6137.49 16347.2
171500 4173.01 6062.76 6154.33 16390.1
172000 4190.96 6072.95 6179.48 16443.4
172500 4210.15 6082.33 6195.25 16487.7
173000 4227.73 6098.58 6218.51 16544.8
173500 4245.49 6118.45 6238.35 16602.3
174000 4252.9 6115.88 6260.83 16629.6
174500 4254.04 6124.15 6285.02 16663.2
175000 4261.55 6125.91 6301.94 16689.4
175500 4276.41 6126.93 6312.55 16715.9
176000 4280.44 6135.49 6333.11 16749
176500 4295.09 6138.92 6360.36 16794.4
177000 4301.75 6141.27 6384.07 16827.1
177500 4315.31 6157.54 6402.53 16875.4
178000 4323.9 6176.23 6426.94 16927.1
178500 4332.85 6194.57 6445.19 16972.6
179000 4339.07 6215.81 6462.6 17017.5
179500 4345.52 6242.49 6487.12 17075.1
180000 4360.3 6266.75 6512.6 17139.7
180500 4374.88 6288.1 6523.53 17186.5
181000 4386.49 6314.71 6535.26 17236.5
181500 4409.26 6350.14 6546.58 17306
182000 4419.15 6369.73 6552.72 17341.6
182500 4435.15 6378.75 6569.39 17383.3
183000 4439.06 6395.18 6580.28 17414.5
183500 4444.87 6404.57 6572.53 17422
184000 4446.14 6413.54 6573.42 17433.1
184500 4445.05 6420.84 6573.61 17439.5
185000 4446.14 6430.45 6585.43 17462
185500 4452.69 6444.85 6594.72 17492.3
186000 4465.5 6460.38 6606.91 17532.8
186500 4472.29 6480.72 6622.03 17575
187000 4485.15 6490.92 6635.42 17611.5
187500 4496.05 6503.52 6660.01 17659.6
188000 4508.58 6518.89 6670.57 17698
188500 4513.53 6526.93 6674.97 17715.4
189000 4516.49 6526.31 6686.03 17728.8
189500 4522.92 6524.78 6708.14 17755.8
190000 4531.64 6534.93 6743.6 17810.2
190500 4541.38 6552.42 6777.58 17871.4
191000 4545.11 6557.35 6809.33 17911.8
191500 4553.27 6556.9 6836.24 17946.4
192000 4566.53 6554.95 6855.91 17977.4
192500 4575.47 6561.6 6876.57 18013.6
193000 4588.88 6574.92 6894.58 18058.4
193500 4595.22 6590.34 6916.76 18102.3
194000 4606.16 6598.24 6924.5 18128.9
194500 4613.85 6596.67 6927.83 18138.3
195000 4612.1 6593.83 6935.72 18141.7
195500 4624.06 6601.27 6940.19 18165.5
196000 4632.01 6613.13 6966.48 18211.6
196500 4636.98 6619.29 6981.1 18237.4
197000 4639.75 6629.42 6993.63 18262.8
197500 4639.01 6641.74 7004.67 18285.4
198000 4642.56 6650.35 7027.68 18320.6
198500 4644.84 6665.87 7051.19 18361.9
199000 4654.93 6682.84 7079.4 18417.2
199500 4665.56 6686.38 7097.43 18449.4
200000 4679.08 6698.15 7115.13 18492.4
200500 4688.62 6709.94 7125.98 18524.5
201000 4701.75 6722.93 7140.21 18564.9
201500 4721.08 6755.84 7162.4 18639.3
202000 4724.91 6782.79 7182.11 18689.8
202500 4733.45 6813.92 7191.59 18739
203000 4726.15 6844.52 7197.77 18768.4
203500 4733.99 6881.82 7210.23 18826
204000 4734.73 6914.4 7220.58 18869.7
204500 4734.29 6935.05 7248.25 18917.6
205000 4738.08 6945.32 7260.05 18943.4
205500 4757.18 6960.86 7266.72 18984.8
206000 4768.78 6971.98 7287.66 19028.4
206500 4779.93 6988.2 7311.16 19079.3
207000 4798.44 7005.14 7317.67 19121.2
207500 4811.58 7018.81 7317.34 19147.7
208000 4809.5 7048.02 7331.36 19188.9
208500 4810.3 7065.41 7352.15 19227.9
209000 4825.73 7085.45 7366.98 19278.2
209500 4841.99 7090.89 7384.58 19317.5
210000 4857.28 7105.27 7393.6 19356.1
210500 4879.74 7127.8 7407.45 19415
211000 4893.44 7153.81 7423.62 19470.9
211500 4898.86 7176.62 7437.49 19513
212000 4909.87 7201.37 7443.33 19554.6
212500 4931.45 7225.8 7449.07 19606.3
213000 4946.79 7240.87 7460.07 19647.7
213500 4962.14 7250.59 7469.82 19682.6
214000 4980.28 7269.23 7488.45 19738
214500 4998.24 7293.63 7506.83 19798.7
215000 5007.79 7308.5 7521.84 19838.1
215500 5018.87 7326.74 7541.21 19886.8
216000 5021.08 7352.51 7561.94 19935.5
216500 5032.33 7383.01 7576.12 19991.5
217000 5046.12 7407.51 7590.84 20044.5
217500 5063.62 7433.52 7615.29 20112.4
218000 5075.35 7459.9 7639.97 20175.2
218500 5091.59 7499.51 7657.77 20248.9
219000 5103.07 7536.32 7687.18 20326.6
219500 5116.08 7566.54 7701.54 20384.2
220000 5134.69 7589.17 7712.71 20436.6
220500 5157.1 7609.47 7726.51 20493.1
221000 5170.95 7626.64 7740.54 20538.1
221500 5180.23 7646.24 7755.22 20581.7
222000 5193.68 7646.03 7761.3 20601
222500 5199.83 7662.8 7762.08 20624.7
223000 5213.04 7697.08 7768.16 20678.3
223500 5228.55 7729.56 7780.93 20739
224000 5245.86 7757.8 7789.8 20793.5
224500 5270.63 7773.99 7805.81 20850.4
225000 5283.58 7788.61 7821.03 20893.2
225500 5299.9 7800.98 7828.48 20929.4
226000 5315.65 7811.12 7839.31 20966.1
226500 5327.49 7809.36 7847.97 20984.8
227000 5345.92 7816.83 7861.35 21024.1
227500 5370.02 7828.92 7893.84 21092.8
228000 5386.57 7841.94 7930.96 21159.5
228500 5406.03 7857.51 7952.97 21216.5
229000 5418.03 7859.26 7985.41 21262.7
229500 5427.28 7868.79 8012.32 21308.4
230000 5425.98 7871.2 8036.64 21333.8
230500 5429.02 7875.23 8049.75 21354
231000 5437.41 7892.02 8070.14 21399.6
231500 5451.51 7907.54 8103.77 21462.8
232000 5466.69 7923.22 8124.79 21514.7
232500 5480.97 7939.2 8138.05 21558.2
233000 5501 7942.9 8141.94 21585.8
233500 5529.52 7955.78 8141.32 21626.6
234000 5557.02 7973.1 8147.81 21677.9
234500 5575.8 7981.33 8146.44 21703.6
235000 5596.88 7995.23 8145.13 21737.2
235500 5622.49 8002.94 8147.01 21772.4
236000 5639.48 8005.61 8158.23 21803.3
236500 5658.68 8017.17 8163.38 21839.2
237000 5669.41 8028.35 8183.13 21880.9
237500 5685.6 8043.08 8211.75 21940.4
238000 5704.14 8056.32 8238.78 21999.2
238500 5723.14 8068.53 8274.21 22065.9
239000 5739.34 8081.02 8311.6 22132
239500 5758 8087.54 8344.26 22189.8
240000 5763.93 8097.87 8375.17 22237
240500 5768.39 8110.06 8393.33 22271.8
241000 5779.18 8135 8415.88 22330.1
241500 5803.35 8150.32 8424.21 22377.9
242000 5816 8171.61 8444.61 22432.2
242500 5819.86 8181.33 8471.69 22472.9
243000 5823.8 8192.88 8506.16 22522.8
243500 5825.72 8212.99 8535.43 22574.1
244000 5835.44 8230.3 8561.66 22627.4
244500 5851.49 8258.85 8575.86 22686.2
245000 5856.34 8273.47 8588.18 22718
245500 5862.87 8295.66 8600.99 22759.5
246000 5874.93 8321.6 8604.11 22800.6
246500 5893.32 8350.85 8616.13 22860.3
247000 5894.9 8367.37 8633.41 22895.7
247500 5908.1 8387.15 8650.66 22945.9
248000 5922.39 8391.5 8673.96 22987.9
248500 5936.47 8401.49 8701.37 23039.3
249000 5945.56 8422.12 8720.05 23087.7
249500 5947.55 8428.4 8724.19 23100.1
250000 5955.28 8440.96 8740.4 23136.6
250500 5964.56 8452.84 8758.87 23176.3
251000 5976.77 8470.85 8771.78 23219.4
251500 5998.58 8491.99 8781.31 23271.9
252000 6009.53 8501.74 8797.95 23309.2
252500 6033.73 8509.08 8816.91 23359.7
253000 6045.92 8530.21 8839.38 23415.5
253500 6060.91 8557.27 8867.07 23485.3
254000 6069.37 8589.67 8904.23 23563.3
254500 6075.09 8615.39 8925.38 23615.9
255000 6076.14 8642.1 8944.16 23662.4
255500 6091.15 8664.36 8965.78 23721.3
256000 6111.26 8679.68 8984.66 23775.6
256500 6129.39 8702.54 9005.38 23837.3
257000 6136.02 8728.65 9020.71 23885.4
257500 6138.8 8748.73 9034.26 23921.8
258000 6146.19 8773.79 9058.02 23978
258500 6150.27 8799.61 9075.62 24025.5
259000 6152.69 8837.69 9083.95 24074.3
259500 6165.11 8876.08 9089.8 24131
260000 6169.79 8900.3 9113.31 24183.4
260500 6182.36 8930.41 9136.99 24249.8
261000 6199.25 8947.7 9151.18 24298.1
261500 6222.31 8960.92 9166.29 24349.5
262000 6243.42 8982.21 9188.96 24414.6
262500 6257.68 9004.61 9199.31 24461.6
263000 6268.77 9020.83 9216.19 24505.8
263500 6272.31 9036.08 9232.25 24540.6
264000 6276.22 9046.41 9265.84 24588.5
264500 6286.43 9063.52 9292.55 24642.5
265000 6290.08 9078.21 9324.08 24692.4
265500 6274.08 9104.9 9342.65 24721.6
266000 6259.08 9139.35 9365.43 24763.9
266500 6253.15 9154.59 9380.54 24788.3
267000 6264.68 9176.52 9393.83 24835
267500 6276.02 9195.72 9410.83 24882.6
268000 6289.13 9230.63 9413.29 24933.1
268500 6306.62 9254.71 9413.48 24974.8
269000 6319.43 9273.7 9408.2 25001.3
269500 6325.62 9298.74 9420.35 25044.7
270000 6344.9 9313.17 9444.52 25102.6
270500 6358.89 9331.15 9464.12 25154.2
271000 6360.81 9355.75 9480.35 25196.9
271500 6367.06 9377.57 9476.5 25221.1
272000 6373.99 9399.44 9484.19 25257.6
272500 6388.22 9410.35 9495.38 25294
273000 6405.31 9431.06 9496.88 25333.3
273500 6408.16 9451.58 9490.49 25350.2
274000 6411.06 9471.17 9484.84 25367.1
274500 6411.07 9495.7 9493.78 25400.6
275000 6418.55 9524.57 9512.77 25455.9
275500 6427.94 9544.52 9527.24 25499.7
276000 6429.52 9562.34 9555.59 25547.4
276500 6424.35 9584.91 9584.01 25593.3
277000 6427.66 9612.08 9590.73 25630.5
277500 6428.7 9629.68 9600.57 25658.9
278000 6439.74 9633.38 9613.47 25686.6
278500 6445.33 9656.38 9633.2 25734.9
279000 6461.06 9687.84 9636.21 25785.1
279500 6477.01 9709.8 9645.76 25832.6
280000 6494.37 9726.66 9652.6 25873.6
280500 6504.3 9751.48 9663.16 25918.9
281000 6527.92 9781.6 9667.72 25977.2
281500 6541.81 9812.14 9682.91 26036.9
282000 6558.17 9835.98 9684.65 26078.8
282500 6588.66 9860.04 9686.08 26134.8
283000 6607.14 9874.55 9677.93 26159.6
283500 6629.96 9906 9675.14 26211.1
284000 6639.97 9937.3 9690.14 26267.4
284500 6664.35 9952.11 9708.71 26325.2
285000 6697.78 9974.56 9734.74 26407.1
285500 6714.8 10004.3 9759.92 26479
286000 6730.89 10022.6 9781.22 26534.7
286500 6754.18 10030.1 9798.4 26582.7
287000 6771.01 10032.5 9813.48 26617
287500 6785.15 10042.8 9837.59 26665.6
288000 6796.65 10065.1 9838.34 26700.1
288500 6811.61 10083.5 9850.98 26746.1
289000 6831.56 10108.8 9876.74 26817.1
289500 6842.63 10123 9893.58 26859.2
290000 6852.41 10138.2 9909.75 26900.4
290500 6856.38 10151.2 9922.58 26930.2
291000 6858.79 10163.2 9929.9 26951.9
291500 6872 10177.3 9927 26976.3
292000 6884.27 10200.2 9931.5 27015.9
292500 6897.24 10218.4 9943.45 27059.1
293000 6902.19 10243.5 9955.25 27100.9
293500 6902.13 10270.4 9970.11 27142.6
294000 6911.4 10281.1 9981.78 27174.3
294500 6932.89 10292.8 9994.73 27220.4
295000 6948.76 10318.6 10006.7 27274
295500 6944.28 10331 10019.4 27294.7
296000 6949.18 10337.1 10037.4 27323.7
296500 6963.88 10355.7 10064.3 27383.8
297000 6971.51 10378.3 10069.8 27419.5
297500 6974.72 10396.2 10074 27444.9
298000 6992.72 10410.1 10074.7 27477.5
298500 7023.02 10429 10096.1 27548.1
299000 7038.44 10435.2 10118.7 27592.4
299500 7054.33 10448.9 10118.4 27621.7
300000 7070.33 10465 10134 27669.3
300500 7078.75 10474 10157.2 27709.9
301000 7089.23 10486.7 10168.9 27744.8
301500 7099.92 10492.5 10191.3 27783.7
302000 7117.71 10498.2 10210.6 27826.5
302500 7125.6 10510.7 10224 27860.3
303000 7134.1 10524.4 10240.9 27899.4
303500 7133.18 10539.5 10271.2 27943.8
304000 7135.97 10551.2 10303.6 27990.8
304500 7146.68 10563.2 10331 28040.9
305000 7152.59 10567.5 10356.4 28076.5
305500 7152.45 10586.4 10388 28126.9
306000 7147.72 10610.7 10418.5 28176.9
306500 7143.39 10636.6 10433.9 28213.9
307000 7152 10662 10447.9 28261.9
