# step  MSD_x(Ang2)  MSD_y  MSD_z  MSD_total
# TimeStep c_msd_co2[1] c_msd_co2[2] c_msd_co2[3] c_msd_co2[4]
30500 1000.07 1222.69 1211.29 3434.06
31000 1017.63 1248.77 1227.17 3493.57
31500 1036.74 1282.38 1245.36 3564.48
32000 1058.45 1310.96 1263.05 3632.46
32500 1077.22 1335.69 1285.76 3698.67
33000 1094.71 1354.59 1307.53 3756.82
33500 1114.2 1376.25 1327.74 3818.19
34000 1126.44 1396.64 1351.02 3874.1
34500 1138.41 1416.58 1370.77 3925.76
35000 1153.92 1442.27 1388.99 3985.17
35500 1173.86 1467.94 1406.15 4047.94
36000 1201.8 1495.46 1420.22 4117.48
36500 1222.27 1524.09 1445.96 4192.32
37000 1239.78 1548.83 1473.01 4261.62
37500 1257.46 1568.19 1496.73 4322.37
38000 1273.52 1586.35 1520.44 4380.3
38500 1292.83 1604.55 1543.02 4440.4
39000 1311.3 1619.93 1569.07 4500.3
39500 1330.38 1634.24 1594.35 4558.96
40000 1348.13 1649.34 1614.87 4612.34
40500 1365.27 1668.79 1633.95 4668.01
41000 1382.96 1679.27 1647.74 4709.97
41500 1387.78 1694.33 1669.47 4751.58
42000 1394.32 1709.9 1697.19 4801.41
42500 1401.34 1726.34 1714.53 4842.2
43000 1408.49 1745.54 1731.73 4885.76
43500 1418.85 1765.96 1759.79 4944.6
44000 1434.55 1783.55 1785.87 5003.97
44500 1445.67 1801.88 1798.35 5045.9
45000 1456.96 1818.98 1815.52 5091.47
45500 1468.92 1842.21 1835.17 5146.3
46000 1487.61 1863.65 1858.22 5209.48
46500 1504.18 1885.13 1877.98 5267.29
47000 1520.9 1904.22 1898.94 5324.06
47500 1542.24 1919.05 1919.88 5381.18
48000 1562.67 1929.26 1950.12 5442.05
48500 1577.42 1938.61 1981.56 5497.59
49000 1592.86 1957.38 2011.35 5561.58
49500 1610.81 1977.58 2037.59 5625.98
50000 1626.76 1994.37 2063.52 5684.65
50500 1637.91 2005.53 2090.27 5733.71
51000 1657.12 2014.32 2114.85 5786.29
51500 1669.99 2029.01 2140.27 5839.26
52000 1684.66 2052.6 2158.03 5895.29
52500 1701.86 2080.78 2176.28 5958.92
53000 1717.66 2102.41 2191.65 6011.73
53500 1733.57 2124.68 2203.92 6062.17
54000 1753.01 2149.44 2223.69 6126.13
54500 1774.67 2180.24 2237.72 6192.64
55000 1792.14 2205.47 2259.42 6257.03
55500 1808.44 2232.14 2287.15 6327.74
56000 1822.64 2264.48 2318.06 6405.18
56500 1839.46 2300.85 2344.42 6484.72
57000 1847.85 2334.54 2367.85 6550.24
57500 1857.43 2359.8 2394.86 6612.09
58000 1866.28 2386.96 2426.9 6680.14
58500 1878.9 2408.12 2460.87 6747.88
59000 1886.61 2428.02 2488.94 6803.57
59500 1897.75 2446.04 2513.66 6857.45
60000 1899.5 2468.66 2538.1 6906.26
60500 1900.54 2486.14 2564.35 6951.03
61000 1906 2507.32 2580.28 6993.6
61500 1914.61 2533.71 2591.09 7039.41
62000 1926.54 2555.36 2611.4 7093.3
62500 1940.21 2578.6 2634.83 7153.64
63000 1955.1 2600 2655.18 7210.29
63500 1972.18 2622.78 2677.25 7272.22
64000 1994.25 2648.69 2696.63 7339.57
64500 2014.67 2674.12 2718.84 7407.63
65000 2037.4 2698.32 2742.54 7478.26
65500 2057.13 2712.93 2762.26 7532.32
66000 2081.76 2736.83 2766.73 7585.31
66500 2096.52 2759.53 2776.66 7632.71
67000 2105.89 2772.77 2791 7669.66
67500 2118.72 2792.43 2806.29 7717.44
68000 2128.76 2814.79 2826.81 7770.36
68500 2145.75 2835.73 2848.89 7830.38
69000 2161.88 2862.66 2857.96 7882.5
69500 2182.4 2886.59 2865.32 7934.31
70000 2193.73 2917.13 2878.46 7989.33
70500 2206.41 2943.68 2892.33 8042.41
71000 2221.52 2961.34 2908.38 8091.24
71500 2235.25 2978.62 2920.31 8134.17
72000 2252.62 3001.95 2927.33 8181.91
72500 2271.74 3021.03 2943.2 8235.98
73000 2288.57 3041.74 2968.48 8298.79
73500 2308.03 3072.07 2984.7 8364.8
74000 2326.02 3097.56 3003.23 8426.81
74500 2334.43 3117.58 3018.08 8470.08
75000 2346.14 3143.74 3037.77 8527.65
75500 2354.7 3163.33 3065.4 8583.43
76000 2363.64 3188.64 3099.28 8651.57
76500 2372.62 3208.89 3130.02 8711.53
77000 2380.96 3232.36 3158.42 8771.74
77500 2388.68 3255.49 3182.16 8826.34
78000 2398.6 3278.72 3216.93 8894.24
78500 2413.13 3303.81 3247.01 8963.95
79000 2429.26 3328.14 3269.58 9026.97
79500 2444.25 3356.74 3291.84 9092.83
80000 2461.91 3379.96 3320.94 9162.81
80500 2483.33 3396.7 3342 9222.03
81000 2502.91 3413.18 3369.44 9285.52
81500 2512.83 3434.74 3393.36 9340.93
82000 2528.76 3459.29 3411.32 9399.37
82500 2540.57 3493.2 3435.27 9469.04
83000 2552.52 3520.6 3451.4 9524.52
83500 2566.92 3541.92 3470.14 9578.98
84000 2579.08 3567.61 3491.6 9638.29
84500 2590.29 3584.51 3509.48 9684.27
85000 2608.07 3607.34 3526.25 9741.67
85500 2631.78 3625.24 3543.12 9800.14
86000 2655.18 3640.27 3564.12 9859.56
86500 2678.84 3655.35 3586.12 9920.31
87000 2701.94 3665.62 3609.58 9977.14
87500 2725.59 3684.92 3633.55 10044.1
88000 2741.35 3704.68 3658.11 10104.1
88500 2740.48 3733.09 3678.5 10152.1
89000 2748.39 3754.1 3699.68 10202.2
89500 2752.21 3787.85 3724.9 10265
90000 2759.43 3815.24 3761.88 10336.5
90500 2769.31 3858.28 3788.77 10416.4
91000 2775.86 3888.15 3806.31 10470.3
91500 2783.23 3924.08 3828.04 10535.4
92000 2784.89 3948.54 3853.48 10586.9
92500 2781.36 3971.04 3872.68 10625.1
93000 2792.76 3985.73 3893.95 10672.4
93500 2801.49 4009 3915.95 10726.4
94000 2814.97 4036.86 3933.35 10785.2
94500 2825.41 4060.08 3951.02 10836.5
95000 2835.34 4080.12 3960.77 10876.2
95500 2852.18 4099.21 3968.97 10920.4
96000 2872.21 4118.23 3980.82 10971.3
96500 2896.58 4138.81 3993.19 11028.6
97000 2917.56 4151.99 4014.21 11083.8
97500 2939.6 4169.85 4033.65 11143.1
98000 2954.06 4193.15 4049.02 11196.2
98500 2970.03 4217.99 4073.19 11261.2
99000 2979.67 4248.31 4100.87 11328.8
99500 2995.27 4269.94 4134.49 11399.7
100000 3007.73 4288.71 4162.64 11459.1
100500 3025.52 4315.58 4188.96 11530.1
101000 3045.1 4345.26 4217.8 11608.2
101500 3049.23 4374.56 4242.03 11665.8
102000 3056.63 4407.86 4265.38 11729.9
102500 3068.32 4431.45 4286.81 11786.6
103000 3078.61 4450.7 4312.6 11841.9
103500 3090.46 4471.64 4334.25 11896.3
104000 3103.28 4486.23 4358.46 11948
104500 3115.44 4499.6 4382.72 11997.8
105000 3130.76 4510.33 4399.33 12040.4
105500 3146.44 4517.64 4421.95 12086
106000 3159.11 4523 4443.69 12125.8
106500 3168.89 4534.23 4473.58 12176.7
107000 3178.19 4550.4 4503.98 12232.6
107500 3194.05 4571.01 4537.05 12302.1
108000 3211.85 4596.08 4569.51 12377.4
108500 3225.77 4622.84 4597.23 12445.8
109000 3227.53 4646.83 4625.52 12499.9
109500 3235.09 4665.45 4652.95 12553.5
110000 3243.56 4685.36 4677.35 12606.3
110500 3247.7 4708.59 4698.56 12654.8
111000 3254.53 4733.49 4720.9 12708.9
111500 3260.88 4759.99 4739.48 12760.4
112000 3274.14 4791.24 4744.94 12810.3
112500 3288.7 4813.99 4746.31 12849
113000 3301.82 4839.18 4748.58 12889.6
113500 3319.24 4859.96 4751.1 12930.3
114000 3331.56 4877.95 4754.95 12964.5
114500 3338.5 4894.66 4754.99 12988.2
115000 3349.47 4907 4769.98 13026.4
115500 3352.72 4917.36 4780.34 13050.4
116000 3355.12 4931.6 4783.29 13070
116500 3352.34 4957.63 4784.66 13094.6
117000 3352.09 4984.72 4784.97 13121.8
117500 3353.38 5011.73 4795.66 13160.8
118000 3360.19 5030.48 4804.96 13195.6
118500 3356.67 5043.4 4816.66 13216.7
119000 3355.45 5057.53 4827.44 13240.4
119500 3360.6 5070.18 4850.57 13281.3
120000 3359.37 5082.59 4874.36 13316.3
120500 3360.19 5105.87 4898.82 13364.9
121000 3364.19 5134.1 4910.38 13408.7
121500 3376.32 5160.99 4927.03 13464.3
122000 3391.31 5185.41 4937.54 13514.3
122500 3403.93 5196.49 4947.42 13547.8
123000 3412.66 5202.43 4960.64 13575.7
123500 3427.55 5218.45 4962.61 13608.6
124000 3440.03 5238.53 4960.8 13639.4
124500 3462.33 5259.65 4970.71 13692.7
125000 3477.46 5280.15 4997.92 13755.5
125500 3502.1 5300.78 5016.95 13819.8
126000 3517.62 5320.65 5025.08 13863.3
126500 3536.26 5340.69 5043.46 13920.4
127000 3552.21 5362.53 5060.34 13975.1
127500 3561.77 5388.27 5080.65 14030.7
128000 3572.4 5408.7 5104.75 14085.9
128500 3586.3 5431.05 5123.37 14140.7
129000 3603.88 5455.96 5137.3 14197.1
129500 3631.99 5472.13 5159.08 14263.2
130000 3654.59 5486.09 5175.1 14315.8
130500 3669.59 5508.64 5193.46 14371.7
131000 3688.86 5535.25 5216.65 14440.8
131500 3700.58 5567.9 5250.36 14518.8
132000 3715.35 5596.78 5274.38 14586.5
132500 3736.31 5603.29 5311.52 14651.1
133000 3748.32 5608.97 5330.74 14688
133500 3759.45 5629.61 5345.59 14734.7
134000 3766.29 5657.49 5366.63 14790.4
134500 3769.95 5677.26 5384.92 14832.1
135000 3787.25 5692.18 5396.81 14876.2
135500 3801.23 5705.39 5401.4 14908
136000 3817.19 5722.92 5413.86 14954
136500 3832.92 5740.07 5433.42 15006.4
137000 3840.38 5752.73 5451.34 15044.4
137500 3838.1 5765.59 5469.1 15072.8
138000 3840.34 5786.48 5480.11 15106.9
138500 3844.34 5813 5492.38 15149.7
139000 3849.84 5852.87 5495.38 15198.1
139500 3852.54 5902.86 5502.82 15258.2
140000 3858.5 5958.22 5516.65 15333.4
140500 3878.78 6003.29 5523.74 15405.8
141000 3888.04 6052.29 5529.83 15470.2
141500 3894.73 6086.54 5550.05 15531.3
142000 3910.18 6102.44 5571.8 15584.4
142500 3925.62 6115.41 5596.78 15637.8
143000 3939.61 6116.03 5619.37 15675
143500 3954.14 6122.11 5649.34 15725.6
144000 3960.44 6138.05 5680.88 15779.4
144500 3972.63 6151.48 5711.84 15835.9
145000 3980.73 6166.91 5726 15873.6
145500 3983.75 6172.05 5735.66 15891.5
146000 3991.5 6192.07 5759.29 15942.9
146500 4006.71 6214.56 5776.21 15997.5
147000 4027.76 6247.65 5792.29 16067.7
147500 4042.68 6273.22 5816.67 16132.6
148000 4055.42 6296.97 5842.33 16194.7
148500 4066.32 6316.28 5853.51 16236.1
149000 4082.29 6354.84 5865.71 16302.8
149500 4102.01 6385.62 5882.59 16370.2
150000 4122.8 6402.56 5901.04 16426.4
150500 4146.93 6426.64 5921.87 16495.4
151000 4166.79 6439.4 5945.13 16551.3
151500 4189.77 6454.73 5965.52 16610
152000 4204.91 6463.84 5995.42 16664.2
152500 4224.12 6479.36 6017.37 16720.8
153000 4238.76 6492.06 6040.75 16771.6
153500 4256.73 6512.48 6064.05 16833.3
154000 4274.78 6525.01 6085.12 16884.9
154500 4280 6542.78 6109.66 16932.4
155000 4278.71 6563.35 6131.69 16973.7
155500 4284.92 6567.93 6154.21 17007.1
156000 4284.62 6587.23 6176.16 17048
156500 4288.77 6616.31 6198.9 17104
157000 4292.6 6633.77 6207.01 17133.4
157500 4299.39 6647.34 6229.63 17176.4
158000 4308.09 6666.54 6246.95 17221.6
158500 4310 6692.55 6259.74 17262.3
159000 4315.67 6721.01 6274.27 17310.9
159500 4325.81 6745.49 6285.03 17356.3
160000 4354.95 6755.32 6304.98 17415.2
160500 4382.9 6763.88 6320.69 17467.5
161000 4398.2 6775.98 6334.58 17508.8
161500 4419.28 6783.02 6357.52 17559.8
162000 4432.88 6804.57 6378.02 17615.5
162500 4440.69 6821.34 6410.66 17672.7
163000 4453.42 6835.54 6442.19 17731.2
163500 4459.92 6854.9 6463.77 17778.6
164000 4460.77 6873.8 6478.85 17813.4
164500 4474.64 6879.63 6491.13 17845.4
165000 4481.72 6886.92 6506.59 17875.2
165500 4497.46 6891.49 6525.73 17914.7
166000 4514.08 6897.89 6537.29 17949.3
166500 4527.74 6912.93 6543.93 17984.6
167000 4541.23 6928.42 6538.65 18008.3
167500 4559.74 6931.91 6539.41 18031.1
168000 4583.77 6933.74 6540.46 18058
168500 4604.11 6933.27 6542.95 18080.3
169000 4621.93 6931.83 6568.83 18122.6
169500 4628.99 6938 6597.53 18164.5
170000 4642.07 6933.3 6611.73 18187.1
170500 4655.44 6941.4 6623.93 18220.8
171000 4665.65 6952.19 6637.98 18255.8
171500 4678.17 6957.64 6658.49 18294.3
172000 4688.34 6973.98 6679.42 18341.7
172500 4697.34 6996.24 6708.74 18402.3
173000 4713.41 7024.51 6736.43 18474.4
173500 4730.88 7044.12 6768.11 18543.1
174000 4741.09 7066.96 6791.87 18599.9
174500 4740.48 7092.29 6819 18651.8
175000 4731.48 7109.55 6841.84 18682.9
175500 4729.67 7132.29 6862.99 18724.9
176000 4722.02 7142.66 6876.91 18741.6
176500 4707.39 7152.53 6887.42 18747.3
177000 4694.28 7179.79 6910.96 18785
177500 4694.62 7206.92 6937.14 18838.7
178000 4701.42 7248.09 6964.36 18913.9
178500 4709.25 7284.64 6991.8 18985.7
179000 4703.78 7317.93 7025.08 19046.8
179500 4703.15 7348.07 7046.89 19098.1
180000 4707.05 7372.43 7071.17 19150.6
180500 4717.7 7393.1 7093.61 19204.4
181000 4734.42 7408.83 7096.86 19240.1
181500 4747.61 7434.47 7097.68 19279.8
182000 4763.37 7465.22 7105.09 19333.7
182500 4778.79 7485.77 7122.35 19386.9
183000 4794.96 7512.35 7145.42 19452.7
183500 4816.61 7525.14 7161.01 19502.8
184000 4836.74 7541.23 7179.06 19557
184500 4861.19 7561.19 7197.87 19620.3
185000 4875.73 7572.44 7230.28 19678.4
185500 4899.33 7586.89 7267.33 19753.5
186000 4920.02 7600.24 7299.85 19820.1
186500 4930.69 7608.13 7320.2 19859
187000 4942.06 7611.02 7343.67 19896.8
187500 4955.68 7621.77 7351.1 19928.6
188000 4964.37 7620.22 7353.38 19938
188500 4967.89 7620.6 7349.1 19937.6
189000 4977.37 7622.6 7360.74 19960.7
189500 4991.81 7620.28 7365.81 19977.9
190000 5000.83 7630.09 7366.36 19997.3
190500 5012.25 7640.79 7367.4 20020.4
191000 5024.52 7655.52 7366.7 20046.7
191500 5041.05 7674.38 7375.53 20091
192000 5061.52 7675.83 7389.16 20126.5
192500 5070.95 7681.55 7395.44 20147.9
193000 5076.32 7697.34 7431.21 20204.9
193500 5085.34 7710.61 7445.69 20241.6
194000 5114.39 7728.59 7468.1 20311.1
194500 5137.09 7754.47 7505.95 20397.5
195000 5155.28 7770.15 7532.01 20457.4
195500 5178.49 7791.28 7548.62 20518.4
196000 5200.11 7810.95 7562.8 20573.9
196500 5215.07 7844.36 7569.48 20628.9
197000 5221.43 7873.73 7587.97 20683.1
197500 5234.13 7893.65 7608.61 20736.4
198000 5244.69 7915.65 7623.13 20783.5
198500 5256.77 7943.71 7631.86 20832.3
199000 5268.5 7966.37 7647.45 20882.3
199500 5275.78 8001.3 7662.26 20939.3
200000 5287.2 8027.31 7676.08 20990.6
200500 5284.64 8037.07 7701.36 21023.1
201000 5290.52 8037.83 7735.99 21064.3
201500 5296.77 8050.94 7763.45 21111.2
202000 5313.51 8065.86 7780.11 21159.5
202500 5327.26 8074.31 7800.72 21202.3
203000 5340.21 8094.94 7830.71 21265.9
203500 5353.96 8110.36 7859.65 21324
204000 5367.2 8121.45 7890.91 21379.6
204500 5376.41 8135.89 7916.77 21429.1
205000 5392.71 8142.03 7933.97 21468.7
205500 5413.01 8154.37 7960.36 21527.7
206000 5427.15 8168.78 7990.19 21586.1
206500 5450.63 8185.72 8030.17 21666.5
207000 5466.47 8203.3 8062.8 21732.6
207500 5477.38 8224.41 8097.35 21799.1
208000 5485.82 8233.81 8118.69 21838.3
208500 5499.16 8262.4 8129.16 21890.7
209000 5502.08 8281.42 8142.27 21925.8
209500 5507.61 8285.64 8166.87 21960.1
210000 5511.73 8305.37 8196.35 22013.5
210500 5524.48 8322.28 8226.08 22072.8
211000 5535.83 8354.96 8257.86 22148.6
211500 5542.29 8374.29 8285.83 22202.4
212000 5546 8380.72 8303.92 22230.6
212500 5553.42 8406.03 8337.19 22296.6
213000 5578.26 8424.44 8371.71 22374.4
213500 5606.8 8433.48 8396.99 22437.3
214000 5621.06 8432.01 8414.87 22468
214500 5639.46 8439.17 8418.68 22497.3
215000 5644.14 8459.77 8427.91 22531.8
215500 5649.81 8479.09 8444.93 22573.8
216000 5654.84 8493.39 8446.3 22594.5
216500 5670.97 8501.56 8438.1 22610.6
217000 5692.54 8501.92 8427.81 22622.3
217500 5713 8494.65 8429.46 22637.1
218000 5726.27 8499.15 8416.19 22641.6
218500 5737.5 8509.96 8402.54 22650
219000 5750.66 8528.83 8406.88 22686.4
219500 5765.53 8534.59 8414.99 22715.1
220000 5772.5 8539.72 8429.54 22741.8
220500 5774.23 8545.92 8445.47 22765.6
221000 5770.01 8564.91 8469.17 22804.1
221500 5771.39 8588.98 8501.29 22861.7
222000 5777.14 8602.67 8537.35 22917.2
222500 5781.07 8623.3 8576.4 22980.8
223000 5799.22 8639.69 8599.78 23038.7
223500 5814.81 8654.78 8625.26 23094.8
224000 5830.35 8670.54 8652.87 23153.8
224500 5842.21 8692.72 8680.78 23215.7
225000 5863.26 8728.48 8710.28 23302
225500 5879.53 8749.73 8743.24 23372.5
226000 5902.34 8763.8 8752.34 23418.5
226500 5914.15 8771.12 8766.69 23452
227000 5926.17 8775.27 8769.36 23470.8
227500 5928.84 8783.21 8761.82 23473.9
228000 5937.56 8789.61 8777.74 23504.9
228500 5936.95 8798 8795.75 23530.7
229000 5945.79 8821.74 8812.08 23579.6
229500 5956.19 8834.8 8818.7 23609.7
230000 5963.23 8866.41 8827.14 23656.8
230500 5965.86 8878.82 8840.22 23684.9
231000 5975.88 8896.15 8841.22 23713.2
231500 5979.37 8915.28 8846.97 23741.6
232000 5986.4 8922.8 8867.1 23776.3
232500 5996.53 8934.08 8888.24 23818.9
233000 6008.64 8954.83 8899.52 23863
233500 6010.36 8975.44 8905.05 23890.8
234000 6027.73 8984.59 8911.84 23924.2
234500 6033.71 9002.8 8914.32 23950.8
235000 6038.95 9034.2 8905.16 23978.3
235500 6047.78 9061.72 8902.46 24012
236000 6060.44 9083.06 8915.94 24059.4
236500 6081.31 9117.79 8931.85 24130.9
237000 6095.55 9153.54 8946.34 24195.4
237500 6101.8 9184.37 8953.2 24239.4
238000 6112.89 9216.05 8962.22 24291.2
238500 6140.3 9237.77 8976.26 24354.3
239000 6155.31 9262.48 8989.87 24407.7
239500 6162.67 9301.7 9009.07 24473.4
240000 6175.82 9326.97 9034.48 24537.3
240500 6204.59 9338.6 9047.81 24591
241000 6246.04 9355.26 9062.25 24663.6
241500 6279.22 9355.93 9067.22 24702.4
242000 6301.33 9364.35 9073.6 24739.3
242500 6309.21 9372.55 9088.4 24770.2
243000 6324.18 9387.98 9097.66 24809.8
243500 6344.31 9394.54 9120.58 24859.4
244000 6373.89 9404.84 9132.74 24911.5
244500 6394.66 9428.35 9156.81 24979.8
245000 6420.37 9462.06 9175.97 25058.4
245500 6443.88 9493.15 9205.68 25142.7
246000 6469.31 9520.57 9239.84 25229.7
246500 6493.96 9560.34 9255.02 25309.3
247000 6515.69 9590.27 9272.09 25378
247500 6533.13 9608.97 9290.25 25432.4
248000 6545.97 9622.77 9298.17 25466.9
248500 6557.35 9647.65 9302.94 25507.9
249000 6567.52 9680.4 9326.03 25573.9
249500 6578.6 9713.59 9342.12 25634.3
250000 6585.24 9737.11 9355.94 25678.3
250500 6596.18 9751.03 9371.41 25718.6
251000 6609.22 9780.48 9372.34 25762
251500 6620.19 9815.08 9367.51 25802.8
252000 6629.8 9859.27 9366.91 25856
252500 6640.85 9891.35 9380.8 25913
253000 6644.31 9906.71 9403.24 25954.3
253500 6645.48 9926.57 9436.76 26008.8
254000 6646.48 9951.43 9484 26081.9
254500 6650.02 9971.86 9522.39 26144.3
255000 6653.47 10016.5 9566.4 26236.4
255500 6664.55 10061.8 9595.47 26321.9
256000 6679.57 10096.3 9609.09 26385
256500 6699.79 10123.6 9630.69 26454.1
257000 6714.72 10158.3 9641.17 26514.2
257500 6730.13 10187 9651.76 26568.9
258000 6734.78 10212.6 9673.92 26621.3
258500 6733.35 10223.1 9694.67 26651.1
259000 6745.35 10238.2 9700.62 26684.2
259500 6756.14 10261.8 9702.3 26720.3
260000 6761.71 10273.3 9716.11 26751.1
260500 6771.89 10271.6 9719.85 26763.4
261000 6784.08 10275.5 9720.57 26780.1
261500 6798.91 10289.3 9728.17 26816.4
262000 6818.16 10312.2 9726.45 26856.8
262500 6825.85 10330.4 9735.66 26891.9
263000 6828.1 10343.2 9753.07 26924.4
263500 6834.87 10363.4 9773.17 26971.5
264000 6846.6 10373.9 9792.58 27013.1
264500 6847.16 10391.3 9807.91 27046.4
265000 6855.07 10427.4 9813.98 27096.4
265500 6866.75 10468.6 9833.04 27168.4
266000 6872.89 10511.8 9838.98 27223.6
266500 6882.3 10546.1 9850.94 27279.3
267000 6884.81 10578.4 9877.08 27340.3
267500 6900.76 10596.7 9898.88 27396.4
268000 6906.53 10606.7 9917.38 27430.6
268500 6890.99 10617.9 9946.4 27455.3
269000 6895.96 10620.3 9975.03 27491.3
269500 6908.91 10623.8 10013.4 27546.1
270000 6933.83 10628.8 10052.8 27615.4
270500 6957.48 10644.9 10086 27688.4
271000 6986.26 10663.3 10106.1 27755.8
271500 7007.15 10687 10129.4 27823.5
272000 7014.16 10713.1 10164.5 27891.7
272500 7022.88 10740.1 10200.8 27963.8
273000 7035.67 10761.2 10233.6 28030.5
273500 7044.09 10791.3 10259.4 28094.7
274000 7046.98 10807.7 10278.8 28133.5
274500 7081.4 10824.7 10290.8 28197
275000 7113.28 10847.1 10309.6 28270
275500 7132.19 10885.7 10321.7 28339.7
276000 7165.64 10913.7 10345.3 28424.6
276500 7205.93 10927.6 10352.3 28485.8
277000 7232.2 10945.4 10367.9 28545.5
277500 7254.55 10961.9 10390.5 28606.9
278000 7275.34 10973.2 10423.1 28671.7
278500 7289.42 10993.7 10460.1 28743.2
279000 7308.29 11025.9 10484.3 28818.5
279500 7333.18 11058.3 10499.3 28890.8
280000 7360.09 11081.3 10520.7 28962.1
280500 7377.53 11101.3 10532.6 29011.3
281000 7401.7 11117 10547.3 29066
281500 7424.43 11133.9 10561.5 29119.9
282000 7434.91 11148.1 10575.9 29158.9
282500 7446.24 11152.9 10604.4 29203.5
283000 7462.49 11150.7 10625 29238.2
283500 7476.5 11153.4 10635.9 29265.7
284000 7482.79 11161.2 10655.5 29299.5
284500 7495.69 11162.2 10680.9 29338.8
285000 7497.15 11185.6 10690.4 29373.1
285500 7505.38 11203 10720.6 29429
286000 7511.02 11222.5 10746.7 29480.2
286500 7528.1 11227.4 10784.2 29539.7
287000 7547.26 11227.6 10825.7 29600.6
287500 7571.67 11246.8 10853.9 29672.4
288000 7578.73 11263.7 10876.8 29719.2
288500 7580.41 11272.2 10896.7 29749.2
289000 7582.25 11284.8 10933.9 29800.9
289500 7568.03 11291.2 10969.5 29828.7
290000 7563.94 11289.8 10990.8 29844.5
290500 7563.2 11289.1 11021.7 29874
291000 7562.04 11268.6 11066.1 29896.7
291500 7567.57 11270.6 11120.8 29958.9
292000 7583.1 11284.9 11149.4 30017.4
292500 7610.69 11292.3 11167.1 30070.1
293000 7626.69 11325.5 11192.1 30144.2
293500 7647.9 11354.8 11201.7 30204.4
294000 7675.23 11389.2 11233.3 30297.7
294500 7686 11412.5 11267.8 30366.3
295000 7694.02 11444 11298.3 30436.3
295500 7710.34 11468.6 11317.5 30496.5
296000 7732.08 11483.4 11339.2 30554.7
296500 7759.8 11508.4 11368.1 30636.3
297000 7767.01 11536.3 11381.1 30684.4
297500 7775.47 11570.3 11419.2 30764.9
298000 7797.43 11592.9 11459.4 30849.7
298500 7830.6 11599.2 11482.1 30911.9
299000 7868.49 11614.9 11513.7 30997.1
299500 7915.91 11642 11551.5 31109.4
300000 7965.81 11661.4 11593 31220.2
300500 8002.61 11670.6 11622.1 31295.3
301000 8034.77 11677.5 11659.7 31372
301500 8058.5 11689.1 11697 31444.5
302000 8077.53 11717.6 11741.3 31536.4
302500 8090.91 11750.5 11777.5 31618.9
303000 8087.97 11770.8 11799.3 31658
303500 8073.85 11781.5 11812 31667.4
304000 8068.57 11804.8 11857.5 31730.8
304500 8081.26 11837.2 11900.8 31819.3
305000 8094.62 11892.4 11956.6 31943.7
305500 8091.19 11914.4 12011.8 32017.3
306000 8101.86 11916.8 12058.3 32077
306500 8112.28 11941.3 12098.6 32152.1
