# step  MSD_x(Ang2)  MSD_y  MSD_z  MSD_total
# TimeStep c_msd_co2[1] c_msd_co2[2] c_msd_co2[3] c_msd_co2[4]
174500 3769.57 5562.53 5460.53 14792.6
175000 3772.05 5579.03 5477.22 14828.3
175500 3777.84 5593.96 5505 14876.8
176000 3792.15 5608.98 5528.88 14930
176500 3806.88 5623.27 5552.38 14982.5
177000 3819.7 5645.88 5568.46 15034.1
177500 3837.48 5674.76 5588.96 15101.2
178000 3850.09 5713.27 5605.01 15168.4
178500 3855.48 5738.01 5626.22 15219.7
179000 3865.36 5752.01 5642.25 15259.6
179500 3877.54 5754.16 5646.22 15277.9
180000 3889.21 5764.89 5650.16 15304.3
180500 3900.75 5773.78 5655.8 15330.3
181000 3919.48 5778.9 5675.68 15374.1
181500 3930.75 5785.58 5703.59 15419.9
182000 3936.47 5797.54 5734.44 15468.5
182500 3945.69 5819.68 5757.9 15523.3
183000 3957.5 5835 5786.74 15579.2
183500 3967.88 5849.49 5802 15619.4
184000 3977.33 5864.8 5816.07 15658.2
184500 3983.71 5876.48 5827.15 15687.3
185000 3987.66 5885.75 5855.44 15728.8
185500 3988.28 5904.24 5876.2 15768.7
186000 3993.42 5919.9 5890.69 15804
186500 4002.37 5940.73 5913.88 15857
187000 4005.07 5950.4 5940.47 15895.9
187500 4012.02 5956.64 5966.54 15935.2
188000 4027.11 5962.07 5994.2 15983.4
188500 4033.22 5962.46 6018.85 16014.5
189000 4038.18 5960.82 6035.88 16034.9
189500 4044.45 5975.91 6057.37 16077.7
190000 4053.15 5992 6074.72 16119.9
190500 4060.67 6010.89 6093.43 16165
191000 4072.29 6036.92 6117.57 16226.8
191500 4082.74 6067.22 6148.12 16298.1
192000 4090.36 6097.65 6170.57 16358.6
192500 4106.94 6116.73 6191.24 16414.9
193000 4105.55 6133.8 6216.55 16455.9
193500 4118.08 6146.9 6229.58 16494.6
194000 4125.61 6160.32 6238.32 16524.2
194500 4138.25 6169.54 6247.16 16554.9
195000 4150.43 6186.26 6257.13 16593.8
195500 4153.09 6188.41 6264.51 16606
196000 4154.56 6208.52 6270.84 16633.9
196500 4152.72 6235.37 6293.99 16682.1
197000 4156.15 6257.77 6309.98 16723.9
197500 4160.93 6275.84 6317.69 16754.5
198000 4176.66 6289.64 6331.37 16797.7
198500 4190.35 6301.62 6351.82 16843.8
199000 4193.75 6311.97 6373.65 16879.4
199500 4201.37 6330.24 6402.03 16933.6
200000 4204.37 6346.8 6429.95 16981.1
200500 4217.4 6345.65 6454 17017.1
201000 4223.9 6349.37 6473.42 17046.7
201500 4230.19 6357.9 6485.35 17073.4
202000 4236.08 6372.1 6498.63 17106.8
202500 4252.02 6387.93 6506.1 17146.1
203000 4254.27 6396.72 6517.2 17168.2
203500 4267.42 6393.27 6522.86 17183.5
204000 4277.73 6403.09 6537.3 17218.1
204500 4279.17 6421.26 6549.97 17250.4
205000 4276.43 6445.12 6564.53 17286.1
205500 4279.54 6460.24 6590.06 17329.8
206000 4294.53 6472.98 6609.73 17377.2
206500 4315.34 6490.07 6627.09 17432.5
207000 4321.58 6512.6 6642.87 17477.1
207500 4326.34 6532.32 6654.1 17512.8
208000 4340.85 6544.48 6666.52 17551.9
208500 4352.8 6555.38 6683.7 17591.9
209000 4371.35 6570.63 6701.77 17643.7
209500 4389.6 6584.98 6716.43 17691
210000 4405.92 6607.48 6730.18 17743.6
210500 4420.61 6640.66 6742.07 17803.3
211000 4435.69 6665.35 6756.8 17857.8
211500 4443.38 6679.22 6791.31 17913.9
212000 4448 6704.99 6810.12 17963.1
212500 4461.88 6730.44 6816.8 18009.1
213000 4464.71 6761.95 6820.88 18047.5
213500 4471.57 6794.03 6846.73 18112.3
214000 4475.76 6823.74 6872.83 18172.3
214500 4484.07 6848.45 6886.01 18218.5
215000 4498.3 6872.23 6899.41 18269.9
215500 4509.4 6894.18 6915.31 18318.9
216000 4515.01 6910.13 6929.25 18354.4
216500 4512.81 6920.79 6950.81 18384.4
217000 4517.86 6940.33 6967.44 18425.6
217500 4524.91 6963.76 6982.11 18470.8
218000 4534.02 6980.62 6989.89 18504.5
218500 4540.61 7001.57 6998.09 18540.3
219000 4560.96 7013.98 7012.44 18587.4
219500 4582.52 7015.84 7031.73 18630.1
220000 4598.51 7023.05 7055.37 18676.9
220500 4611.79 7034.78 7070.44 18717
221000 4630.89 7057.15 7080.94 18769
221500 4648.02 7084.25 7102.2 18834.5
222000 4658.34 7108 7119.22 18885.6
222500 4675.7 7130.67 7141.32 18947.7
223000 4689.81 7146.74 7132.46 18969
223500 4700.02 7161.62 7132.92 18994.6
224000 4704.63 7179.84 7142.16 19026.6
224500 4711.14 7192.21 7144.05 19047.4
225000 4722.34 7201.65 7147.97 19072
225500 4736.93 7219.58 7145.29 19101.8
226000 4734.2 7247.95 7155.96 19138.1
226500 4728.55 7276.56 7164.13 19169.2
227000 4734.05 7292.01 7163.07 19189.1
227500 4743.01 7309.97 7162.18 19215.2
228000 4748.75 7343.81 7166.47 19259
228500 4750.48 7368.16 7184.56 19303.2
229000 4748.93 7398.75 7201.54 19349.2
229500 4749.52 7435.77 7211.94 19397.2
230000 4766.33 7471.43 7231.53 19469.3
230500 4778.28 7507.06 7247.8 19533.1
231000 4797.73 7522.71 7268.72 19589.2
231500 4818.29 7531.53 7283.57 19633.4
232000 4826.53 7546.02 7291.59 19664.1
232500 4835.83 7564.31 7300.67 19700.8
233000 4844.83 7581.72 7313.13 19739.7
233500 4842.51 7592.62 7325.21 19760.3
234000 4841.09 7608.01 7335.81 19784.9
234500 4840.68 7608.49 7358.01 19807.2
235000 4851.94 7617.67 7371.21 19840.8
235500 4857.15 7630.23 7386.76 19874.1
236000 4864.03 7639.49 7409.66 19913.2
236500 4863.72 7658.14 7431.88 19953.7
237000 4873.81 7686.94 7449.19 20009.9
237500 4879.77 7716.52 7469.28 20065.6
238000 4897.36 7721.77 7510.84 20130
238500 4910.95 7733.96 7549.33 20194.2
239000 4913.85 7749.23 7581.08 20244.2
239500 4916.58 7770.48 7630.84 20317.9
240000 4922.01 7792.98 7653.24 20368.2
240500 4935.63 7813.92 7673.4 20423
241000 4942.74 7829.8 7680.33 20452.9
241500 4953.1 7854.38 7699.44 20506.9
242000 4963.64 7871.63 7709.91 20545.2
242500 4964.43 7888.17 7732.61 20585.2
243000 4968.27 7894.97 7757.69 20620.9
243500 4981.15 7911.08 7768.68 20660.9
244000 4991.76 7935.51 7779.47 20706.7
244500 4995.53 7961.21 7805.24 20762
245000 4996.19 7977.01 7836.27 20809.5
245500 4979.79 7994.46 7855.46 20829.7
246000 4973.89 8007 7869.63 20850.5
246500 4974.9 8019.26 7891.22 20885.4
247000 4989.11 8024.2 7906.92 20920.2
247500 4997.25 8029.57 7918.36 20945.2
248000 5004.6 8035.95 7931.42 20972
248500 5020.96 8045.91 7943.44 21010.3
249000 5040.11 8064.54 7960.07 21064.7
249500 5059.24 8082.77 7970.82 21112.8
250000 5080.09 8100.67 7997.13 21177.9
250500 5091.48 8126.94 8017.33 21235.7
251000 5091.75 8144.04 8018.54 21254.3
251500 5103.75 8162.73 8028.86 21295.3
252000 5106.32 8188.92 8043.47 21338.7
252500 5122.84 8210.58 8048.39 21381.8
253000 5142.97 8227.49 8062.7 21433.2
253500 5152.5 8250.21 8070.56 21473.3
254000 5173.74 8262.5 8081.05 21517.3
254500 5191.92 8279.26 8084.93 21556.1
255000 5206.62 8292.81 8093.31 21592.7
255500 5217.77 8301.42 8104.94 21624.1
256000 5239.19 8313.52 8126.12 21678.8
256500 5255.19 8332.05 8142.37 21729.6
257000 5263.15 8349.55 8163.94 21776.6
257500 5276.7 8365.44 8189.95 21832.1
258000 5288.59 8370.42 8217.27 21876.3
258500 5309.85 8374.15 8259.95 21943.9
259000 5317.94 8391.53 8292.4 22001.9
259500 5320.54 8410.71 8335.89 22067.1
260000 5319.28 8426.74 8378.84 22124.9
260500 5331.96 8433.05 8414.65 22179.7
261000 5342.7 8436.26 8454.12 22233.1
261500 5360.1 8441.27 8472.53 22273.9
262000 5371.31 8453.32 8488.41 22313
262500 5385.52 8458.64 8496.91 22341.1
263000 5390.48 8474.98 8500.95 22366.4
263500 5392.99 8499.13 8501.78 22393.9
264000 5404.11 8525.14 8517.74 22447
264500 5421.34 8541.37 8535.25 22498
265000 5428.79 8560.61 8549.38 22538.8
265500 5447.06 8585.63 8565.78 22598.5
266000 5454.01 8603.62 8580.07 22637.7
266500 5457.1 8619.18 8605 22681.3
267000 5465.52 8633.23 8637.82 22736.6
267500 5479.83 8639.5 8670.81 22790.1
268000 5501.43 8650.3 8699.69 22851.4
268500 5524.16 8656.72 8727.29 22908.2
269000 5542.51 8670.74 8739.44 22952.7
269500 5557.06 8687.32 8760.56 23004.9
270000 5572.66 8682.18 8785.95 23040.8
270500 5586.56 8684.36 8803.62 23074.5
271000 5605.67 8681.14 8833.48 23120.3
271500 5623.19 8681.1 8853.78 23158.1
272000 5634.15 8688.69 8871.78 23194.6
272500 5633.65 8691.92 8884.06 23209.6
273000 5637.72 8709.75 8907.91 23255.4
273500 5635.99 8709.84 8922.19 23268
274000 5645.87 8716.15 8933.99 23296
274500 5668.04 8733.91 8934.45 23336.4
275000 5680.62 8740.55 8943.43 23364.6
275500 5686.31 8758.56 8951.12 23396
276000 5697.37 8775.29 8958.23 23430.9
276500 5703.66 8797.43 8965.54 23466.6
277000 5705.06 8807.77 8961.46 23474.3
277500 5705.88 8813.22 8970.6 23489.7
278000 5708.84 8828.26 8974.95 23512.1
278500 5704.1 8840.62 8976.11 23520.8
279000 5692.7 8849.1 8984.5 23526.3
279500 5688.71 8861.19 8984.81 23534.7
280000 5693.28 8879.83 8987.14 23560.3
280500 5700.68 8897.21 9006.95 23604.8
281000 5713.71 8906.38 9015.13 23635.2
281500 5716.58 8904.15 9024.59 23645.3
282000 5718.6 8906.99 9040.49 23666.1
282500 5722.4 8912.45 9051.79 23686.6
283000 5733.71 8932.41 9074.31 23740.4
283500 5737.42 8944.76 9087.14 23769.3
284000 5735.18 8951.14 9089.16 23775.5
284500 5743.35 8969.05 9096.53 23808.9
285000 5760 8987.16 9117.45 23864.6
285500 5766.67 9014.88 9131.97 23913.5
286000 5781.11 9037.77 9153.16 23972
286500 5800.01 9055.51 9185.65 24041.2
287000 5812.96 9067.79 9212.87 24093.6
287500 5830.27 9070.14 9237.57 24138
288000 5839.83 9083.44 9251.27 24174.5
288500 5852.26 9082.74 9267.46 24202.5
289000 5863.61 9088.73 9285.2 24237.5
289500 5869.29 9091.81 9302.6 24263.7
290000 5880.6 9091.93 9316.89 24289.4
290500 5893.38 9081.5 9328.87 24303.7
291000 5898.6 9089.9 9337.31 24325.8
291500 5902.98 9106.74 9339.59 24349.3
292000 5910.93 9108.48 9358.46 24377.9
292500 5928.86 9126.24 9346.11 24401.2
293000 5941.55 9143.58 9347.27 24432.4
293500 5949.26 9157.11 9355.79 24462.2
294000 5949.22 9179.83 9361.44 24490.5
294500 5949.39 9197.53 9380.95 24527.9
295000 5953.59 9205.49 9414.87 24573.9
295500 5957.85 9219.46 9440.52 24617.8
296000 5973.13 9234.11 9452.97 24660.2
296500 5988.55 9251.59 9477.3 24717.4
297000 6007.48 9275.51 9495.73 24778.7
297500 6019.17 9294.97 9514.14 24828.3
298000 6030.62 9297.47 9524.56 24852.6
298500 6037.08 9310.76 9552.66 24900.5
299000 6042.69 9328.81 9588.73 24960.2
299500 6050.02 9337.99 9606.36 24994.4
300000 6062.25 9342.95 9621.99 25027.2
300500 6070.39 9351.77 9630.61 25052.8
301000 6086.04 9371.86 9642.1 25100
301500 6094.39 9386.85 9657.22 25138.5
302000 6098.03 9388.05 9665.76 25151.8
302500 6098.75 9405.4 9672.67 25176.8
303000 6109.44 9432.83 9682.54 25224.8
303500 6117.52 9450.81 9693.8 25262.1
304000 6122.77 9454.48 9711.53 25288.8
304500 6132.81 9464.73 9716.4 25313.9
305000 6149.46 9477.87 9725.53 25352.9
305500 6159.03 9488.48 9746.46 25394
306000 6164.48 9492.3 9760.95 25417.7
306500 6166.28 9520.61 9771.05 25457.9
307000 6183.02 9542.28 9782.84 25508.1
307500 6194.92 9562.5 9792.14 25549.6
308000 6211.02 9579.64 9808.4 25599.1
